id,Horizontal direction,Neu_class,Neuropil,Projection mode,anatomy group ID,cell cluster ID,compartment,compartment ID,connectivity type,glomerulus ID,glomerulus ID1,instance,layer ID,status,subtype,type,type ID,unkown,unkown ID,unkown type,unkownID
765063664,,VESt,Vest neuropil neurons,,,,,,,,,VES080,,VES080,,,080,,,,
388612388,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS4A,,FS4A,,4,,A,,,
1252677095,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC24,,LC24,,,24,,,,
5812980272,,Lateral Horn Anterior Dorsal cell clusters,Lateral horn neuropil neurons,,a,3,,,b,,,LHAD3a10_b,,LHAD3a10,,,10,,,,
1199155298,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
830034406,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL154,,LAL154,,,154,,,,
1227735330,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaB,,vDeltaB,,,B,,,,
5813083723,,Multiglomerular _  Projection neuron,Antennal lobe neuropil neurons,,,,,,,,,M_l2PNm17,,M_l2PNm17,,,,,,,
508940291,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
489686575,,CLamp,Clamp neuropil neurons,,,,,,,,,CL038,,CL038,,,038,,,,
1137422212,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
1163868121,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaH,,vDeltaH,,,H,,,,
519214895,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap1,ap1,KCa'b'-ap1,,,,,,,
424733177,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP253,,SLP253,,,253,,,,
5812994421,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC3,,LLPC3,,,3,,,,
1046087606,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC65,,MC65,,,65,,,,
1159953225,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC62,,MC62,,,62,,,,
2121719944,,,,,,,,,,,,None,,None,,,,,,,
1136399017,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1534448646,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC21,,LC21,,,21,,,,
1850241606,,WEDge,Wedge neuropil neurons,,,,,,b,,,WED063_b,,WED063,,,063,,,,
297917363,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP084,,SMP084,,,084,,,,
642715875,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,a,,,SMP018_a,,SMP018,,,018,,,,
982688871,,Anterior Optic TUbercle,Anterior optic tubercle neuropil neurons,,,,,,,,,AOTU062,,AOTU062,,,062,,,,
5813040711,,,,,,,,,,,,None,,None,,,,,,,
702730227,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP270,,SMP270,,,270,,,,
544706811,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP246,,SMP246,,,246,,,,
1072503099,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC1E,,FC1E,,1,,E,,,
1932401609,,,,,,,,,,,,None,,None,,,,,,,
1202470836,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,,,,PAM07,,PAM07,,,07,,,,
1386784924,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP115,,AVLP115,,,115,,,,
487144598,,Lateral Horn CENTrifugal,Lateral horn neuropil neurons,,,,,,,,,LHCENT3,,LHCENT3,,,3,,,,
1261768832,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,c,,,ER3a_c,,ER3a,,3,3,,,,
5812980561,,c,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
1535769552,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT52,,LT52,,,52,,,,
541680980,,,,,,,,,,,,None,,None,,,,,,,
1222696201,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC27,,LC27,,,27,,,,
2121685030,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC13,,LC13,,,13,,,,
1406073671,,Inferior bridge,Inferior bridge neuropil neurons,,,,,,,,,IB099,,IB099,,,099,,,,
1158877783,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC17,,LC17,,,17,,,,
1507446240,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC15,,LC15,,,15,,,,
296156918,,Superior medial protocerebrum - Asymmetrical body,Central complex neuropil neurons,,,,,,b,,,SA1_b,,SA1,,1,1,,,,
923661937,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1753449078,,WEDge,Wedge neuropil neurons,,,,,,,,,WED051,,WED051,,,051,,,,
2093097881,,WEDge,Wedge neuropil neurons,,,,,,,,,WED030,,WED030,,,030,,,,
643401816,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP055,,SMP055,,,055,,,,
5813011738,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP371,,SLP371,,,371,,,,
1375759120,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS249,,PS249,,,249,,,,
575323308,,,,,,,,,,,,None,,None,,,,,,,
5813062805,,Protocerebral bridge - Fan-shaped body - Round body,Central complex neuropil neurons,,,,,,a,,,PFR_a,,PFR,,,,,,,
5813070572,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,c,,,PVLP008_c,,PVLP008,,,008,,,,
1938541380,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC4,,LC4,,,4,,,,
858453703,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP561,,AVLP561,,,561,,,,
1189606166,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,b,,,PVLP097_b,,PVLP097,,,097,,,,
5813034001,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD041,,SAD041,,,041,,,,
953975241,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
1200942398,,Anterior Optic TUbercle,Anterior optic tubercle neuropil neurons,,,,,,,,,AOTU037,,AOTU037,,,037,,,,
5813019779,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
915606051,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaL,,hDeltaL,,L,,,,,
362715189,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB5H,5,FB5H,,,H,,,,
1384734912,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP395,,AVLP395,,,395,,,,
604398262,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,b,4,,,b,,,LHPV4b1_b,,LHPV4b1,,,1,,,,
426464004,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-s,s,KCab-s,,,,,,,
1231299343,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,,,,PAM11,,PAM11,,,11,,,,
701055731,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP070,,SMP070,,,070,,,,
5812997981,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2c,,LLPC2c,,,2,,,,
1873466115,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC1,,LLPC1,,,1,,,,
1289876930,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP457,,AVLP457,,,457,,,,
5813071319,,Dorsal Neuron 1 posterior,Circadian clock neurons,,,,,,,,,DN1pB,,DN1pB,,,B,,,,
1199496243,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1073116395,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,a,,,vDeltaA_a,,vDeltaA,,,A,,,,
644113913,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP139,,SMP139,,,139,,,,
5813021019,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
791406204,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP074,,SMP074,,,074,,,,
984008765,,Anterior Optic TUbercle,Anterior optic tubercle neuropil neurons,,,,,,,,,AOTU056,,AOTU056,,,056,,,,
639875892,,CLamp,Clamp neuropil neurons,,,,,,,,,CL023,,CL023,,,023,,,,
1750587711,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC16,,LC16,,,16,,,,
5813033314,,,,,,,,,,,,None,,None,,,,,,,
815222743,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
1295566429,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,,,,PAM02,,PAM02,,,02,,,,
1134581674,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaE,,vDeltaE,,,E,,,,
1140863129,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
2157206476,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD022,,SAD022,,,022,,,,
1529698841,,WEDge,Wedge neuropil neurons,,,,,,,,,WED073,,WED073,,,073,,,,
764131610,,Antler,Antler neuropil neurons,,,,,,,,,ATL040,,ATL040,,,040,,,,
328373131,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP286,,SMP286,,,286,,,,
882435030,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP237,,PLP237,,,237,,,,
5813095018,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap2,ap2,KCa'b'-ap2,,,,,,,
1501664753,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
5813055924,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1567028669,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,b,,,PFNp_b,,PFNp,,,,,,,
698180393,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,i,4,,,,,,LHAV4i1,,LHAV4i1,,,1,,,,
1535186205,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP164,,PLP164,,,164,,,,
5813069064,,,,,,,,,,,,None,,None,,,,,,,
5813078133,,Local neuron,Antennal lobe neuropil neurons,,,v2,,,,,,v2LN33,,v2LN33,,,33,,,,
1700937093,,Projection Neuron,Antennal lobe neuropil neurons,DL1_ad,,,,,,,,DL1_adPN,,DL1_adPN,,,,,,,
5812981072,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-m,m,KCa'b'-m,,,,,,,
550081497,,Mushroom Body Output neurons,Mushroom body neuropil neurons,,,,,,,,,MBON24,,MBON24,,,24,,,,
908728886,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC1E,,FC1E,,1,,E,,,
734352404,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP038,,AVLP038,,,038,,,,
1170865953,,anterior optic Tubercle - Bulb,Anterior optic tubercle neuropil neurons,,,,,,,,,TuBu06,,TuBu06,,,06,,,,B
1534721340,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC33a,,LC33a,,,33,,,,
5813023313,,Vertical System,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,VS,,VS,,,,,,,
1107768683,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
1722682692,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC18,,LC18,,,18,,,,
5813020752,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP372,,SLP372,,,372,,,,
5813067793,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1015143077,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE024,,CRE024,,,024,,,,
860607168,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
1715814552,,,,,,,,,,,,None,,None,,,,,,,
1318049780,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB2K,2,FB2K,,,K,,,,
5901193416,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP092,,SLP092,,,092,,,,
829235909,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-p,p,KCab-p,,,,,,,
388513242,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP110,,SLP110,,,110,,,,
946304445,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaC,,hDeltaC,,C,,,,,
1049351868,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB5V,5,FB5V,,,V,,,,
706183853,,CLamp,Clamp neuropil neurons,,,,,,,,,CL049,,CL049,,,049,,,,
671803759,,,,,,,,,,,,None,,None,,,,,,,
5813095964,,,,,,,,,,,,None,,None,,,,,,,
1540280212,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
1204124281,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
1807001603,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD088,,SAD088,,,088,,,,
981924087,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP168,,AVLP168,,,168,,,,
1047784012,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
5813041169,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP009,,SMP009,,,009,,,,
634741770,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,b,5,,,,,,LHPV5b1,,LHPV5b1,,,1,,,,
1004018344,,Protocerebral bridge - Protocerebral bridge,Central complex neuropil neurons,,,,,,,,9,P6-8P9,,P6-8P9,,,,,,,
1164235156,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC1F,,FC1F,,1,,F,,,
1280971174,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC11,,LC11,,,11,,,,
419669180,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP518,,SMP518,,,518,,,,
5812980164,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP500,,SMP500,,,500,,,,
1605181883,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL008,,LAL008,,,008,,,,
1512034076,,Inferior bridge,Inferior bridge neuropil neurons,,,,,,,,,IB073,,IB073,,,073,,,,
297584752,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP233,,SMP233,,,233,,,,
391954889,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP185,,SLP185,,,185,,,,
1477161691,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP074,,PVLP074,,,074,,,,
730882970,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,e,4,,,a,,,LHAV4e1_a,,LHAV4e1,,,1,,,,
662103124,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
1747612919,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2a,,LLPC2a,,,2,,,,
358847551,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP255,,SMP255,,,255,,,,
763116811,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP057,,SMP057,,,057,,,,
1600589700,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP416,,AVLP416,,,416,,,,
611629428,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE077,,CRE077,,,077,,,,
1389142287,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP290,,AVLP290,,,290,,,,
2002436731,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD060,,SAD060,,,060,,,,
327220514,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,3,,,,,,LHAV3a6,,LHAV3a6,,,6,,,,
5813058333,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB2K,2,FB2K,,,K,,,,
2119985101,,,,,,,,,,,,None,,None,,,,,,,
5812983438,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
1220412108,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS271,,PS271,,,271,,,,
880875861,,Protocerebral bridge - Ellipsoid body - Gall,Central complex neuropil neurons,,,,,,,,,PEG,,PEG,,,,,,,
5813050767,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,,,,ER4m,,ER4m,,4,4,,,,
2337578051,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC18,,LC18,,,18,,,,
1749274582,,,,,,,,,,,,None,,None,,,,,,,
672002621,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE063,,CRE063,,,063,,,,
1474757586,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP042,,PVLP042,,,042,,,,
483004258,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,d,4,,,,,,LHPV4d9,,LHPV4d9,,,9,,,,
1702305987,,Local neuron,Antennal lobe neuropil neurons,,,l,,,b,,,lLN2R_b,,lLN2R,,,2,,,,
1078102468,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
5813090253,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL033,,LAL033,,,033,,,,
1140509130,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
1747958421,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2a,,LLPC2a,,,2,,,,
1171772286,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,a,,,PAM08_a,,PAM08,,,08,,,,
1294366310,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
755234235,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
513848395,,,,,,,,,,,,None,,None,,,,,,,
5813014382,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP227,,PLP227,,,227,,,,
5812988389,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP139,,PLP139,,,139,,,,
1654499231,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC62,,MC62,,,62,,,,
517479202,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,b,7,,,,,,LHAV7b1,,LHAV7b1,,,1,,,,
485387561,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,h,5,,,,,,LHPV5h6,,LHPV5h6,,,6,,,,
5812999333,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC3,,LLPC3,,,3,,,,
5813053831,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP306,,SMP306,,,306,,,,
1715999506,,Descending Neuron cell body anterior ventral,Descending neurons,,,,,,,,,DNb06,,DNb06,,,06,,,,
1598296804,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP023,,PVLP023,,,023,,,,
357863646,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP358,,SLP358,,,358,,,,
579946370,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP009,,SMP009,,,009,,,,
1778984647,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2a,,LLPC2a,,,2,,,,
1917767850,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP265,,AVLP265,,,265,,,,
1413771042,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP195,,AVLP195,,,195,,,,
1009647986,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP218,,PLP218,,,218,,,,
415848195,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1017802884,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
822004733,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,e,3,,,,,,LHAV3e2,,LHAV3e2,,,2,,,,
1289799863,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC3,,FC3,,3,,,,,
5813033267,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
1127423887,,,,,,,,,,,,None,,None,,,,,,,
5813075931,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP073,,SMP073,,,073,,,,
362701969,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-s,s,KCab-s,,,,,,,
1102514975,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB5J,5,FB5J,,,J,,,,
886820993,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,b,2,,,,,,LHAV2b4,,LHAV2b4,,,4,,,,
1136744615,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
793728667,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,9,,,c,,,LHAV9a1_c,,LHAV9a1,,,1,,,,
1846291267,,,,,,,,,,,,None,,None,,,,,,,
483025951,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP255,,SLP255,,,255,,,,
5813126031,,VESt,Vest neuropil neurons,,,,,,,,,VES003,,VES003,,,003,,,,
610415691,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP061,,SMP061,,,061,,,,
328278125,,,,,,,,,,,,None,,None,,,,,,,
988632865,,VESt,Vest neuropil neurons,,,,,,,,,VES045,,VES045,,,045,,,,
891922783,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1781044455,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2c,,LLPC2c,,,2,,,,
549722579,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE040,,CRE040,,,040,,,,
5812997160,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC2b,,LLPC2b,,,2,,,,
702692200,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP212,,SMP212,,,212,,,,
5812982871,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
916637896,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS3,,FS3,,3,,,,,
1314130144,,accessory Medulla,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,aMe5,,aMe5,,,5,,,,
673772244,,,,,,,,,,,,None,,None,,,,,,,
731434251,,,,,,,,,,,,None,,None,,,,,,,
545621597,,,,,,,,,,,,None,,None,,,,,,,
823395525,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP058,,PLP058,,,058,,,,
1819957885,,WEDge Projection neuron,Wedge neuropil neurons,,,,,,,,,WEDPN7B,,WEDPN7B,,,7,,,B,
5813002786,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP387,,AVLP387,,,387,,,,
328930845,,Fan-shaped Body,Central complex neuropil neurons,,,,,,a,,,FB8F_a,8,FB8F,,,F,,,,
706948318,,Mushroom Body Output neurons,Mushroom body neuropil neurons,,,,,,,,,MBON31,,MBON31,,,31,,,,
5813014771,,CLamp,Clamp neuropil neurons,,,,,,,,,CL343,,CL343,,,343,,,,
1630678915,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD017,,SAD017,,,017,,,,
878337317,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
922302296,,CLamp,Clamp neuropil neurons,,,,,,,,,CL060,,CL060,,,060,,,,
769191110,,Anterior Optic TUbercle,Anterior optic tubercle neuropil neurons,,,,,,,,,AOTU021,,AOTU021,,,021,,,,
1689187126,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC17,,LC17,,,17,,,,
1625463216,,,,,,,,,,,,None,,None,,,,,,,
1300276335,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL159,,LAL159,,,159,,,,
1750371809,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC22,,LC22,,,22,,,,
1777054942,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS278,,PS278,,,278,,,,
1753358965,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
761096077,,,,,,,,,,,,None,,None,,,,,,,
